TIME,REAL 1,IMAGINARY 1,PHASE 1,SYSTEM PHASE 1,IMPEDANCE 1,REAL 2,IMAGINARY 2,PHASE 2,SYSTEM PHASE 2,IMPEDANCE 2,REAL 3,IMAGINARY 3,PHASE 3,SYSTEM PHASE 3,IMPEDANCE 3,REAL 4,IMAGINARY 4,PHASE 4,SYSTEM PHASE 4,IMPEDANCE 4,REAL 5,IMAGINARY 5,PHASE 5,SYSTEM PHASE 5,IMPEDANCE 5,REAL 6,IMAGINARY 6,PHASE 6,SYSTEM PHASE 6,IMPEDANCE 6,REAL 7,IMAGINARY 7,PHASE 7,SYSTEM PHASE 7,IMPEDANCE 7,REAL 8,IMAGINARY 8,PHASE 8,SYSTEM PHASE 8,IMPEDANCE 8,REAL 9,IMAGINARY 9,PHASE 9,SYSTEM PHASE 9,IMPEDANCE 9,REAL 10,IMAGINARY 10,PHASE 10,SYSTEM PHASE 10,IMPEDANCE 10,REAL 11,IMAGINARY 11,PHASE 11,SYSTEM PHASE 11,IMPEDANCE 11,REAL 12,IMAGINARY 12,PHASE 12,SYSTEM PHASE 12,IMPEDANCE 12,REAL 13,IMAGINARY 13,PHASE 13,SYSTEM PHASE 13,IMPEDANCE 13,REAL 14,IMAGINARY 14,PHASE 14,SYSTEM PHASE 14,IMPEDANCE 14,REAL 15,IMAGINARY 15,PHASE 15,SYSTEM PHASE 15,IMPEDANCE 15,REAL 16,IMAGINARY 16,PHASE 16,SYSTEM PHASE 16,IMPEDANCE 16,REAL 17,IMAGINARY 17,PHASE 17,SYSTEM PHASE 17,IMPEDANCE 17,REAL 18,IMAGINARY 18,PHASE 18,SYSTEM PHASE 18,IMPEDANCE 18,REAL 19,IMAGINARY 19,PHASE 19,SYSTEM PHASE 19,IMPEDANCE 19,REAL 20,IMAGINARY 20,PHASE 20,SYSTEM PHASE 20,IMPEDANCE 20,REAL 21,IMAGINARY 21,PHASE 21,SYSTEM PHASE 21,IMPEDANCE 21,REAL 22,IMAGINARY 22,PHASE 22,SYSTEM PHASE 22,IMPEDANCE 22,REAL 23,IMAGINARY 23,PHASE 23,SYSTEM PHASE 23,IMPEDANCE 23,REAL 24,IMAGINARY 24,PHASE 24,SYSTEM PHASE 24,IMPEDANCE 24,REAL 25,IMAGINARY 25,PHASE 25,SYSTEM PHASE 25,IMPEDANCE 25,REAL 26,IMAGINARY 26,PHASE 26,SYSTEM PHASE 26,IMPEDANCE 26,REAL 27,IMAGINARY 27,PHASE 27,SYSTEM PHASE 27,IMPEDANCE 27,REAL 28,IMAGINARY 28,PHASE 28,SYSTEM PHASE 28,IMPEDANCE 28
296.62,8801,-10458,-0.47,-0.87,3550.94,8906,-10464,-0.46,-0.87,3532.23,8904,-10414,-0.46,-0.86,3542.37,8963,-10072,-0.44,-0.84,3599.89,8581,-9602,-0.44,-0.84,3769.03,8286,-9164,-0.43,-0.84,3928.57,8289,-8957,-0.42,-0.82,3977.08,8298,-9157,-0.43,-0.83,3927.66,8435,-9275,-0.43,-0.83,3871.43,8431,-9353,-0.43,-0.84,3854.48,8171,-9196,-0.44,-0.84,3945.47,7355,-8278,-0.44,-0.84,4383.09,7537,-8548,-0.44,-0.85,4258.94,7535,-8599,-0.45,-0.85,4245.16,7648,-8573,-0.44,-0.84,4224.7,7731,-8603,-0.43,-0.84,4196.31,7829,-8390,-0.42,-0.82,4229.56,7991,-8778,-0.43,-0.83,4088.78,8088,-8919,-0.43,-0.83,4031.19,8080,-9106,-0.44,-0.85,3986.86,8210,-9385,-0.45,-0.85,3892.45,8230,-10126,-0.48,-0.89,3719.6,6948,-8340,-0.47,-0.88,4471.31,6449,-7501,-0.46,-0.86,4906.51,7073,-6428,-0.33,-0.74,5078.29,6240,-7301,-0.46,-0.86,5053.57,11431,-12854,-0.44,-0.84,2821.6,19214,4641,0.64,0.24,2455.46
296.81,8794,-10465,-0.47,-0.87,3550.72,8916,-10468,-0.46,-0.87,3529.78,8920,-10398,-0.46,-0.86,3542.82,8937,-10078,-0.44,-0.85,3603.31,8587,-9603,-0.44,-0.84,3767.64,8291,-9159,-0.43,-0.84,3928.68,8276,-8967,-0.42,-0.83,3977.56,8302,-9160,-0.43,-0.83,3926.1,8405,-9277,-0.43,-0.83,3877.21,8448,-9339,-0.43,-0.84,3854.18,8172,-9187,-0.44,-0.84,3947.41,7347,-8279,-0.44,-0.84,4384.9,7553,-8542,-0.44,-0.85,4256.66,7550,-8597,-0.45,-0.85,4242.05,7647,-8573,-0.44,-0.84,4224.94,7729,-8601,-0.43,-0.84,4197.34,7838,-8384,-0.42,-0.82,4228.91,7982,-8781,-0.43,-0.83,4090.1,8100,-8916,-0.43,-0.83,4029.23,8081,-9105,-0.44,-0.84,3986.89,8216,-9388,-0.45,-0.85,3890.51,8242,-10119,-0.48,-0.89,3718.99,6965,-8340,-0.47,-0.87,4466.83,6445,-7499,-0.46,-0.86,4908.56,7067,-6431,-0.33,-0.74,5079.58,6245,-7301,-0.46,-0.86,5051.87,12000,-12593,-0.41,-0.81,2790.23,19212,4644,0.64,0.24,2455.61
297,8798,-10460,-0.47,-0.87,3551.04,8917,-10466,-0.46,-0.87,3530,8917,-10412,-0.46,-0.86,3540.58,8960,-10073,-0.44,-0.84,3600.23,8599,-9593,-0.44,-0.84,3767.48,8290,-9156,-0.43,-0.83,3929.6,8280,-8959,-0.42,-0.82,3978.6,8322,-9158,-0.43,-0.83,3922.3,8388,-9283,-0.43,-0.84,3879.37,8433,-9348,-0.43,-0.84,3855.21,8168,-9200,-0.44,-0.84,3945.15,7353,-8274,-0.44,-0.84,4384.8,7546,-8548,-0.44,-0.85,4256.71,7559,-8595,-0.45,-0.85,4240.4,7650,-8576,-0.44,-0.84,4223.39,7718,-8604,-0.44,-0.84,4199.2,7838,-8389,-0.42,-0.82,4227.56,7992,-8775,-0.43,-0.83,4089.31,8106,-8911,-0.43,-0.83,4029.12,8097,-9098,-0.44,-0.84,3985.12,8257,-9381,-0.45,-0.85,3883.73,8213,-10120,-0.49,-0.89,3723.99,6938,-8343,-0.47,-0.88,4473,6439,-7503,-0.46,-0.86,4908.99,7062,-6435,-0.34,-0.74,5080.11,6237,-7303,-0.46,-0.86,5053.8,11966,-12618,-0.41,-0.81,2791.09,19212,4641,0.64,0.24,2455.7
297.19,8777,-10468,-0.47,-0.87,3552.96,8912,-10468,-0.46,-0.87,3530.44,8914,-10405,-0.46,-0.86,3542.45,8959,-10067,-0.44,-0.84,3601.6,8584,-9606,-0.44,-0.84,3767.57,8295,-9161,-0.43,-0.83,3927.35,8286,-8954,-0.42,-0.82,3978.46,8357,-9151,-0.43,-0.83,3916.48,8369,-9296,-0.43,-0.84,3880.32,8439,-9341,-0.43,-0.84,3855.57,8173,-9189,-0.44,-0.84,3946.72,7347,-8278,-0.44,-0.84,4385.19,7541,-8546,-0.44,-0.85,4258.51,7561,-8595,-0.45,-0.85,4239.91,7645,-8577,-0.44,-0.84,4224.34,7709,-8609,-0.44,-0.84,4200.03,7823,-8392,-0.42,-0.82,4230.53,7992,-8780,-0.43,-0.83,4088.04,8097,-8915,-0.43,-0.83,4030.15,8087,-9104,-0.44,-0.84,3985.83,8254,-9381,-0.45,-0.85,3884.35,8249,-10123,-0.48,-0.89,3716.84,6940,-8338,-0.47,-0.88,4474.06,6445,-7501,-0.46,-0.86,4907.81,7061,-6435,-0.34,-0.74,5080.5,6230,-7308,-0.46,-0.86,5054.19,11944,-12631,-0.41,-0.81,2792,19211,4639,0.64,0.24,2455.88
297.38,8801,-10464,-0.47,-0.87,3549.75,8913,-10462,-0.46,-0.87,3531.45,8897,-10415,-0.46,-0.86,3543.35,8949,-10077,-0.44,-0.84,3601.38,8599,-9598,-0.44,-0.84,3766.39,8294,-9151,-0.43,-0.83,3929.92,8283,-8954,-0.42,-0.82,3979.13,8321,-9153,-0.43,-0.83,3923.69,8375,-9291,-0.43,-0.84,3880.23,8447,-9339,-0.43,-0.84,3854.38,8179,-9188,-0.44,-0.84,3945.68,7349,-8280,-0.44,-0.84,4384.08,7529,-8553,-0.45,-0.85,4259.51,7546,-8596,-0.45,-0.85,4243.31,7659,-8571,-0.44,-0.84,4222.56,7718,-8602,-0.44,-0.84,4199.74,7817,-8395,-0.42,-0.82,4231.22,7982,-8780,-0.43,-0.83,4090.36,8102,-8913,-0.43,-0.83,4029.52,8099,-9100,-0.44,-0.84,3984.2,8195,-9389,-0.45,-0.85,3894.59,8310,-10121,-0.48,-0.88,3706.32,6928,-8342,-0.47,-0.88,4475.95,6455,-7502,-0.46,-0.86,4904.2,7054,-6441,-0.34,-0.74,5081.1,6233,-7304,-0.46,-0.86,5054.77,11945,-12635,-0.41,-0.81,2791.42,19212,4642,0.64,0.24,2455.67
297.57,8799,-10460,-0.47,-0.87,3550.88,8918,-10467,-0.46,-0.87,3529.64,8904,-10410,-0.46,-0.86,3543.15,8930,-10085,-0.44,-0.85,3603.15,8607,-9601,-0.44,-0.84,3764.18,8309,-9154,-0.43,-0.83,3926.01,8277,-8969,-0.42,-0.83,3976.86,8301,-9158,-0.43,-0.83,3926.78,8384,-9295,-0.43,-0.84,3877.44,8440,-9350,-0.43,-0.84,3853.32,8169,-9198,-0.44,-0.84,3945.41,7346,-8282,-0.44,-0.85,4384.27,7549,-8542,-0.44,-0.85,4257.65,7541,-8596,-0.45,-0.85,4244.53,7658,-8570,-0.44,-0.84,4223.07,7721,-8604,-0.44,-0.84,4198.47,7823,-8391,-0.42,-0.82,4230.79,7980,-8779,-0.43,-0.83,4091.07,8101,-8912,-0.43,-0.83,4030,8088,-9100,-0.44,-0.84,3986.59,8187,-9389,-0.45,-0.85,3896.24,8341,-10112,-0.48,-0.88,3702.72,6943,-8339,-0.47,-0.88,4472.95,6453,-7502,-0.46,-0.86,4904.84,7053,-6435,-0.34,-0.74,5083.65,6244,-7303,-0.46,-0.86,5051.41,11949,-12631,-0.41,-0.81,2791.45,19211,4647,0.64,0.24,2455.64
297.76,8809,-10458,-0.47,-0.87,3549.6,8919,-10462,-0.46,-0.86,3530.45,8906,-10407,-0.46,-0.86,3543.41,8934,-10081,-0.44,-0.85,3603.24,8587,-9612,-0.44,-0.84,3765.68,8294,-9151,-0.43,-0.83,3929.92,8274,-8959,-0.42,-0.83,3979.92,8305,-9152,-0.43,-0.83,3927.34,8403,-9288,-0.43,-0.84,3875.1,8443,-9349,-0.43,-0.84,3852.93,8181,-9190,-0.44,-0.84,3944.78,7349,-8279,-0.44,-0.84,4384.37,7558,-8545,-0.44,-0.85,4254.59,7555,-8596,-0.45,-0.85,4241.1,7648,-8575,-0.44,-0.84,4224.15,7726,-8602,-0.44,-0.84,4197.8,7820,-8393,-0.42,-0.82,4231.01,7976,-8781,-0.43,-0.83,4091.49,8105,-8911,-0.43,-0.83,4029.34,8089,-9100,-0.44,-0.84,3986.37,8198,-9386,-0.45,-0.85,3894.68,8344,-10120,-0.48,-0.88,3700.44,6940,-8337,-0.47,-0.88,4474.37,6449,-7502,-0.46,-0.86,4906.14,7050,-6441,-0.34,-0.74,5082.67,6225,-7307,-0.46,-0.87,5056.3,11404,-12869,-0.44,-0.85,2822.7,19214,4640,0.64,0.24,2455.49
297.95,8805,-10466,-0.47,-0.87,3548.68,8905,-10469,-0.46,-0.87,3531.41,8918,-10403,-0.46,-0.86,3542.17,8943,-10072,-0.44,-0.84,3603.45,8585,-9613,-0.44,-0.84,3765.85,8296,-9160,-0.43,-0.83,3927.38,8278,-8960,-0.42,-0.82,3978.8,8296,-9152,-0.43,-0.83,3929.26,8416,-9288,-0.43,-0.83,3872.41,8447,-9342,-0.43,-0.84,3853.7,8181,-9185,-0.44,-0.84,3945.97,7345,-8280,-0.44,-0.85,4385.13,7546,-8548,-0.44,-0.85,4256.71,7562,-8597,-0.45,-0.85,4239.11,7644,-8575,-0.44,-0.84,4225.13,7716,-8604,-0.44,-0.84,4199.68,7825,-8390,-0.42,-0.82,4230.56,7986,-8778,-0.43,-0.83,4089.94,8103,-8913,-0.43,-0.83,4029.3,8091,-9101,-0.44,-0.84,3985.69,8174,-9383,-0.45,-0.85,3900.33,8388,-10108,-0.47,-0.88,3695.14,6948,-8342,-0.47,-0.88,4470.68,6456,-7502,-0.46,-0.86,4903.87,7053,-6437,-0.34,-0.74,5082.93,6225,-7305,-0.46,-0.87,5057.1,11470,-12842,-0.44,-0.84,2818.82,19212,4649,0.64,0.24,2455.47
298.13,8830,-10459,-0.47,-0.87,3545.89,8922,-10470,-0.46,-0.87,3528.39,8908,-10405,-0.46,-0.86,3543.46,8938,-10074,-0.44,-0.85,3603.93,8593,-9601,-0.44,-0.84,3766.91,8297,-9159,-0.43,-0.83,3927.4,8288,-8961,-0.42,-0.82,3976.35,8290,-9155,-0.43,-0.83,3929.83,8405,-9279,-0.43,-0.83,3876.75,8445,-9351,-0.43,-0.84,3852.07,8169,-9199,-0.44,-0.84,3945.18,7346,-8280,-0.44,-0.85,4384.87,7533,-8551,-0.44,-0.85,4259.08,7559,-8594,-0.45,-0.85,4240.68,7649,-8575,-0.44,-0.84,4223.91,7706,-8607,-0.44,-0.84,4201.3,7819,-8394,-0.42,-0.82,4230.99,7970,-8781,-0.43,-0.83,4092.88,8095,-8914,-0.43,-0.83,4030.85,8088,-9106,-0.44,-0.84,3985.12,8214,-9389,-0.45,-0.85,3890.69,8248,-10126,-0.48,-0.89,3716.36,6953,-8339,-0.47,-0.88,4470.31,6454,-7505,-0.46,-0.86,4903.39,7052,-6439,-0.34,-0.74,5082.61,6242,-7300,-0.46,-0.86,5053.29,11964,-12618,-0.41,-0.81,2791.31,19213,4637,0.64,0.24,2455.7
298.32,8836,-10452,-0.47,-0.87,3546.27,8909,-10470,-0.46,-0.87,3530.55,8916,-10406,-0.46,-0.86,3541.92,8937,-10076,-0.44,-0.85,3603.71,8587,-9597,-0.44,-0.84,3768.95,8295,-9148,-0.43,-0.83,3930.42,8278,-8960,-0.42,-0.82,3978.8,8286,-9158,-0.43,-0.84,3929.98,8377,-9281,-0.43,-0.84,3882.12,8443,-9350,-0.43,-0.84,3852.71,8177,-9187,-0.44,-0.84,3946.35,7352,-8276,-0.44,-0.84,4384.47,7552,-8546,-0.44,-0.85,4255.79,7545,-8596,-0.45,-0.85,4243.55,7652,-8576,-0.44,-0.84,4222.9,7713,-8606,-0.44,-0.84,4199.87,7819,-8394,-0.42,-0.82,4230.99,7976,-8782,-0.43,-0.83,4091.24,8098,-8914,-0.43,-0.83,4030.18,8095,-9100,-0.44,-0.84,3985.07,8225,-9385,-0.45,-0.85,3889.37,8238,-10126,-0.48,-0.89,3718.16,6951,-8341,-0.47,-0.88,4470.2,6446,-7504,-0.46,-0.86,4906.35,7055,-6437,-0.34,-0.74,5082.14,6251,-7300,-0.46,-0.86,5050.21,11976,-12613,-0.41,-0.81,2790.56,19210,4644,0.64,0.24,2455.85
298.51,8835,-10457,-0.47,-0.87,3545.45,8926,-10469,-0.46,-0.86,3527.92,8897,-10418,-0.46,-0.86,3542.76,8954,-10066,-0.44,-0.84,3602.69,8577,-9611,-0.44,-0.84,3767.84,8279,-9159,-0.43,-0.84,3931.24,8284,-8964,-0.42,-0.82,3976.51,8301,-9159,-0.43,-0.83,3926.54,8389,-9280,-0.43,-0.84,3879.85,8428,-9353,-0.43,-0.84,3855.1,8180,-9187,-0.44,-0.84,3945.71,7343,-8281,-0.44,-0.85,4385.36,7562,-8543,-0.44,-0.85,4254.16,7553,-8592,-0.45,-0.85,4242.71,7643,-8577,-0.44,-0.84,4224.83,7728,-8602,-0.44,-0.84,4197.31,7813,-8395,-0.42,-0.82,4232.23,7984,-8781,-0.43,-0.83,4089.64,8088,-8919,-0.43,-0.83,4031.19,8098,-9101,-0.44,-0.84,3984.17,8256,-9380,-0.45,-0.85,3884.17,8206,-10124,-0.49,-0.89,3724.36,6957,-8340,-0.47,-0.88,4468.94,6443,-7504,-0.46,-0.86,4907.32,7060,-6435,-0.34,-0.74,5080.9,6229,-7305,-0.46,-0.86,5055.73,11968,-12616,-0.41,-0.81,2791.1,19215,4643,0.64,0.24,2455.28
298.7,8825,-10458,-0.47,-0.87,3546.93,8913,-10477,-0.46,-0.87,3528.52,8917,-10411,-0.46,-0.86,3540.77,8957,-10073,-0.44,-0.84,3600.76,8577,-9607,-0.44,-0.84,3768.72,8288,-9158,-0.43,-0.84,3929.55,8275,-8963,-0.42,-0.83,3978.74,8323,-9152,-0.43,-0.83,3923.5,8377,-9288,-0.43,-0.84,3880.5,8435,-9340,-0.43,-0.84,3856.62,8176,-9186,-0.44,-0.84,3946.8,7352,-8279,-0.44,-0.84,4383.58,7539,-8550,-0.44,-0.85,4257.88,7557,-8599,-0.45,-0.85,4239.78,7643,-8577,-0.44,-0.84,4224.83,7731,-8603,-0.43,-0.84,4196.31,7819,-8390,-0.42,-0.82,4232.07,7964,-8784,-0.43,-0.83,4093.51,8089,-8915,-0.43,-0.83,4031.95,8095,-9102,-0.44,-0.84,3984.58,8201,-9387,-0.45,-0.85,3893.83,8221,-10125,-0.49,-0.89,3721.44,6963,-8345,-0.47,-0.88,4465.78,6453,-7502,-0.46,-0.86,4904.84,7056,-6436,-0.34,-0.74,5082.11,6236,-7301,-0.46,-0.86,5054.94,11977,-12611,-0.41,-0.81,2790.69,19213,4640,0.64,0.24,2455.61
298.89,8826,-10460,-0.47,-0.87,3546.36,8918,-10472,-0.46,-0.87,3528.66,8914,-10412,-0.46,-0.86,3541.08,8948,-10074,-0.44,-0.84,3602.16,8579,-9606,-0.44,-0.84,3768.55,8294,-9152,-0.43,-0.83,3929.69,8280,-8959,-0.42,-0.82,3978.6,8297,-9162,-0.43,-0.83,3926.69,8376,-9292,-0.43,-0.84,3879.79,8427,-9350,-0.43,-0.84,3855.99,8170,-9189,-0.44,-0.84,3947.36,7342,-8281,-0.44,-0.85,4385.62,7547,-8546,-0.44,-0.85,4257.03,7561,-8597,-0.45,-0.85,4239.36,7653,-8573,-0.44,-0.84,4223.48,7726,-8604,-0.44,-0.84,4197.26,7822,-8392,-0.42,-0.82,4230.78,7959,-8786,-0.43,-0.83,4094.16,8089,-8915,-0.43,-0.83,4031.95,8108,-9098,-0.44,-0.84,3982.73,8236,-9385,-0.45,-0.85,3887.11,8187,-10120,-0.49,-0.89,3728.67,6952,-8343,-0.47,-0.88,4469.31,6448,-7505,-0.46,-0.86,4905.33,7058,-6436,-0.34,-0.74,5081.32,6227,-7303,-0.46,-0.86,5057.22,11946,-12633,-0.41,-0.81,2791.55,19213,4640,0.64,0.24,2455.61
299.08,8838,-10457,-0.47,-0.87,3544.95,8932,-10467,-0.46,-0.86,3527.31,8912,-10407,-0.46,-0.86,3542.4,8955,-10079,-0.44,-0.84,3599.92,8584,-9606,-0.44,-0.84,3767.57,8290,-9156,-0.43,-0.83,3929.6,8268,-8962,-0.42,-0.83,3980.53,8289,-9164,-0.43,-0.84,3927.93,8371,-9295,-0.43,-0.84,3880.14,8430,-9346,-0.43,-0.84,3856.28,8175,-9188,-0.44,-0.84,3946.53,7349,-8278,-0.44,-0.84,4384.67,7543,-8549,-0.44,-0.85,4257.17,7541,-8601,-0.45,-0.85,4243.13,7656,-8572,-0.44,-0.84,4223.02,7733,-8602,-0.43,-0.84,4196.1,7826,-8390,-0.42,-0.82,4230.31,7956,-8786,-0.43,-0.83,4094.85,8082,-8918,-0.43,-0.83,4032.79,8095,-9100,-0.44,-0.84,3985.07,8233,-9384,-0.45,-0.85,3887.96,8219,-10124,-0.49,-0.89,3722.02,6944,-8345,-0.47,-0.88,4470.78,6453,-7506,-0.46,-0.86,4903.34,7055,-6436,-0.34,-0.74,5082.5,6219,-7307,-0.46,-0.87,5058.35,11961,-12619,-0.41,-0.81,2791.52,19212,4639,0.64,0.24,2455.76
299.27,8845,-10452,-0.46,-0.87,3544.77,8939,-10461,-0.46,-0.86,3527.32,8922,-10403,-0.46,-0.86,3541.5,8944,-10076,-0.44,-0.84,3602.47,8582,-9602,-0.44,-0.84,3768.83,8285,-9157,-0.43,-0.84,3930.43,8265,-8962,-0.42,-0.83,3981.2,8284,-9164,-0.43,-0.84,3928.99,8379,-9296,-0.43,-0.84,3878.25,8423,-9354,-0.43,-0.84,3855.9,8176,-9189,-0.44,-0.84,3946.08,7346,-8281,-0.44,-0.85,4384.57,7531,-8552,-0.45,-0.85,4259.3,7540,-8598,-0.45,-0.85,4244.22,7652,-8571,-0.44,-0.84,4224.27,7723,-8606,-0.44,-0.84,4197.44,7815,-8397,-0.42,-0.82,4231.19,7971,-8780,-0.43,-0.83,4092.91,8079,-8920,-0.43,-0.83,4032.96,8078,-9103,-0.44,-0.84,3988.03,8228,-9384,-0.45,-0.85,3888.98,8196,-10120,-0.49,-0.89,3727.05,6988,-8338,-0.47,-0.87,4461.4,6450,-7507,-0.46,-0.86,4903.93,7058,-6435,-0.34,-0.74,5081.68,6227,-7307,-0.46,-0.87,5055.61,11983,-12605,-0.41,-0.81,2790.72,19213,4643,0.64,0.24,2455.52
299.46,8844,-10458,-0.47,-0.87,3543.75,8925,-10463,-0.46,-0.86,3529.26,8914,-10412,-0.46,-0.86,3541.08,8950,-10078,-0.44,-0.84,3601,8592,-9604,-0.44,-0.84,3766.45,8289,-9164,-0.43,-0.84,3927.93,8277,-8963,-0.42,-0.83,3978.3,8298,-9154,-0.43,-0.83,3928.36,8371,-9289,-0.43,-0.84,3881.52,8427,-9355,-0.43,-0.84,3854.85,8188,-9187,-0.44,-0.84,3944,7339,-8280,-0.44,-0.85,4386.71,7547,-8547,-0.44,-0.85,4256.75,7538,-8597,-0.45,-0.85,4244.98,7657,-8571,-0.44,-0.84,4223.04,7725,-8605,-0.44,-0.84,4197.23,7815,-8394,-0.42,-0.82,4232,7963,-8786,-0.43,-0.83,4093.23,8090,-8915,-0.43,-0.83,4031.73,8093,-9103,-0.44,-0.84,3984.77,8254,-9384,-0.45,-0.85,3883.65,8206,-10117,-0.49,-0.89,3725.91,6970,-8339,-0.47,-0.87,4465.83,6453,-7501,-0.46,-0.86,4905.22,7063,-6432,-0.33,-0.74,5080.79,6228,-7307,-0.46,-0.86,5055.27,11950,-12626,-0.41,-0.81,2791.92,19215,4645,0.64,0.24,2455.22
299.65,8811,-10462,-0.47,-0.87,3548.47,8936,-10457,-0.46,-0.86,3528.6,8898,-10420,-0.46,-0.86,3542.2,8956,-10069,-0.44,-0.84,3601.74,8600,-9605,-0.44,-0.84,3764.67,8297,-9157,-0.43,-0.83,3927.87,8275,-8957,-0.42,-0.82,3980.18,8282,-9156,-0.43,-0.84,3931.31,8384,-9291,-0.43,-0.84,3878.36,8426,-9355,-0.43,-0.84,3855.05,8176,-9192,-0.44,-0.84,3945.36,7344,-8282,-0.44,-0.85,4384.8,7536,-8553,-0.44,-0.85,4257.78,7533,-8598,-0.45,-0.85,4245.93,7656,-8571,-0.44,-0.84,4223.29,7717,-8606,-0.44,-0.84,4198.9,7820,-8390,-0.42,-0.82,4231.82,7956,-8787,-0.43,-0.83,4094.59,8102,-8913,-0.43,-0.83,4029.52,8081,-9106,-0.44,-0.84,3986.64,8263,-9383,-0.45,-0.85,3882.03,8202,-10127,-0.49,-0.89,3724.41,6970,-8341,-0.47,-0.87,4465.2,6445,-7505,-0.46,-0.86,4906.3,7069,-6442,-0.34,-0.74,5074.86,6227,-7306,-0.46,-0.86,5056.01,11411,-12864,-0.44,-0.85,2822.56,19213,4647,0.64,0.24,2455.4
299.84,8810,-10469,-0.47,-0.87,3547.25,8938,-10458,-0.46,-0.86,3528.07,8890,-10416,-0.46,-0.86,3544.33,8957,-10075,-0.44,-0.84,3600.36,8580,-9606,-0.44,-0.84,3768.35,8293,-9153,-0.43,-0.83,3929.67,8273,-8967,-0.42,-0.83,3978.23,8290,-9158,-0.43,-0.84,3929.13,8399,-9281,-0.43,-0.84,3877.54,8434,-9351,-0.43,-0.84,3854.32,8176,-9197,-0.44,-0.84,3944.16,7344,-8280,-0.44,-0.85,4385.39,7560,-8546,-0.44,-0.85,4253.81,7531,-8597,-0.45,-0.85,4246.7,7653,-8574,-0.44,-0.84,4223.2,7723,-8604,-0.44,-0.84,4197.98,7816,-8395,-0.42,-0.82,4231.48,7973,-8780,-0.43,-0.83,4092.44,8097,-8914,-0.43,-0.83,4030.4,8082,-9102,-0.44,-0.84,3987.41,8246,-9383,-0.45,-0.85,3885.52,8194,-10128,-0.49,-0.89,3725.63,6951,-8342,-0.47,-0.88,4469.89,6449,-7503,-0.46,-0.86,4905.76,7183,-6559,-0.34,-0.74,4989.78,6211,-7307,-0.46,-0.87,5061.08,11420,-12870,-0.44,-0.85,2820.84,19213,4642,0.64,0.24,2455.55
300.02,8796,-10471,-0.47,-0.87,3549.19,8919,-10476,-0.46,-0.87,3527.72,8918,-10401,-0.46,-0.86,3542.57,8958,-10075,-0.44,-0.84,3600.18,8594,-9603,-0.44,-0.84,3766.28,8286,-9158,-0.43,-0.84,3929.98,8287,-8962,-0.42,-0.82,3976.33,8296,-9162,-0.43,-0.83,3926.9,8402,-9278,-0.43,-0.83,3877.61,8424,-9346,-0.43,-0.84,3857.51,8184,-9194,-0.44,-0.84,3943.18,7348,-8281,-0.44,-0.85,4384.04,7562,-8545,-0.44,-0.85,4253.6,7549,-8596,-0.45,-0.85,4242.57,7647,-8574,-0.44,-0.84,4224.67,7726,-8603,-0.44,-0.84,4197.53,7825,-8390,-0.42,-0.82,4230.56,7953,-8786,-0.43,-0.84,4095.55,8096,-8915,-0.43,-0.83,4030.38,8091,-9102,-0.44,-0.84,3985.45,8253,-9379,-0.45,-0.85,3885.02,8200,-10127,-0.49,-0.89,3724.77,6969,-8342,-0.47,-0.87,4465.15,6439,-7506,-0.46,-0.86,4907.86,7321,-6682,-0.34,-0.74,4896.72,6219,-7308,-0.46,-0.87,5057.95,11409,-12886,-0.44,-0.85,2820.07,19211,4648,0.64,0.24,2455.62
300.22,8801,-10463,-0.47,-0.87,3549.95,8916,-10476,-0.46,-0.87,3528.22,8915,-10402,-0.46,-0.86,3542.88,8960,-10079,-0.44,-0.84,3599.03,8589,-9607,-0.44,-0.84,3766.38,8287,-9157,-0.43,-0.84,3930,8285,-8961,-0.42,-0.82,3977.01,8346,-9151,-0.43,-0.83,3918.82,8373,-9296,-0.43,-0.84,3879.49,8436,-9350,-0.43,-0.84,3854.14,8182,-9197,-0.44,-0.84,3942.89,7340,-8285,-0.44,-0.85,4384.96,7555,-8546,-0.44,-0.85,4255.05,7534,-8601,-0.45,-0.85,4244.85,7644,-8578,-0.44,-0.84,4224.31,7735,-8601,-0.43,-0.84,4195.88,7822,-8391,-0.42,-0.82,4231.05,7967,-8781,-0.43,-0.83,4093.58,8081,-8921,-0.43,-0.83,4032.26,8094,-9104,-0.44,-0.84,3984.31,8274,-9378,-0.44,-0.85,3880.94,8179,-10128,-0.49,-0.89,3728.33,6968,-8343,-0.47,-0.87,4465.09,6434,-7507,-0.46,-0.86,4909.1,7458,-6825,-0.34,-0.74,4801.01,6225,-7310,-0.46,-0.87,5055.09,12027,-12592,-0.4,-0.81,2787.36,19215,4639,0.64,0.24,2455.4
